52,5200,52000,25-MAY-2015,01-JUN-2015,
53,5300,53000,25-MAY-2015,01-JUN-2015,
54,5400,54000,25-MAY-2015,01-JUN-2015,
55,5500,55000,25-MAY-2015,01-JUN-2015,
56,5600,56000,25-MAY-2015,01-JUN-2015,
57,5700,57000,25-MAY-2015,01-JUN-2015,
58,5800,58000,25-MAY-2015,01-JUN-2015,
59,5900,59000,25-MAY-2015,01-JUN-2015,
60,6000,60000,25-MAY-2015,01-JUN-2015,
61,6100,61000,25-MAY-2015,01-JUN-2015,
62,6200,62000,25-MAY-2015,01-JUN-2015,
63,6300,63000,25-MAY-2015,01-JUN-2015,
64,6400,64000,25-MAY-2015,01-JUN-2015,
65,6500,65000,25-MAY-2015,01-JUN-2015,
66,6600,66000,25-MAY-2015,01-JUN-2015,
67,6700,67000,25-MAY-2015,01-JUN-2015,
68,6800,68000,25-MAY-2015,01-JUN-2015,
69,6900,69000,25-MAY-2015,01-JUN-2015,
70,7000,70000,25-MAY-2015,01-JUN-2015,
71,7100,71000,25-MAY-2015,01-JUN-2015,
72,7200,72000,25-MAY-2015,01-JUN-2015,
73,7300,73000,25-MAY-2015,01-JUN-2015,
74,7400,74000,25-MAY-2015,01-JUN-2015,
75,7500,75000,25-MAY-2015,01-JUN-2015,
76,7600,76000,25-MAY-2015,01-JUN-2015,
77,7700,77000,25-MAY-2015,01-JUN-2015,
78,7800,78000,25-MAY-2015,01-JUN-2015,
79,7900,79000,25-MAY-2015,01-JUN-2015,
80,8000,80000,25-MAY-2015,01-JUN-2015,
81,8100,81000,25-MAY-2015,01-JUN-2015,
82,8200,82000,25-MAY-2015,01-JUN-2015,
83,8300,83000,25-MAY-2015,01-JUN-2015,
84,8400,84000,25-MAY-2015,01-JUN-2015,
85,8500,85000,25-MAY-2015,01-JUN-2015,
86,8600,86000,25-MAY-2015,01-JUN-2015,
87,8700,87000,25-MAY-2015,01-JUN-2015,
88,8800,88000,25-MAY-2015,01-JUN-2015,
89,8900,89000,25-MAY-2015,01-JUN-2015,
90,9000,90000,25-MAY-2015,01-JUN-2015,
91,9100,91000,25-MAY-2015,01-JUN-2015,
92,9200,92000,25-MAY-2015,01-JUN-2015,
93,9300,93000,25-MAY-2015,01-JUN-2015,
94,9400,94000,25-MAY-2015,01-JUN-2015,
95,9500,95000,25-MAY-2015,01-JUN-2015,
96,9600,96000,25-MAY-2015,01-JUN-2015,
97,9700,97000,25-MAY-2015,01-JUN-2015,
98,9800,98000,25-MAY-2015,01-JUN-2015,
99,9900,99000,25-MAY-2015,01-JUN-2015,
100,10000,100000,25/05/2015,01/06/2015,other
101,10100,101000,25/05/2015,01/06/2015,other
102,10200,102000,25/05/2015,01/06/2015,other
103,10300,103000,25/05/2015,01/06/2015,other
104,10400,104000,25/05/2015,01/06/2015,other
105,10500,105000,25/05/2015,01/06/2015,other
106,10600,106000,25/05/2015,01/06/2015,other
107,10700,107000,25/05/2015,01/06/2015,other
108,10800,108000,25/05/2015,01/06/2015,other
109,10900,109000,25/05/2015,01/06/2015,other
110,11000,110000,25/05/2015,01/06/2015,other
111,11100,111000,25/05/2015,01/06/2015,other
112,11200,112000,25/05/2015,01/06/2015,other
113,11300,113000,25/05/2015,01/06/2015,other
114,11400,114000,25/05/2015,01/06/2015,other
115,11500,115000,25/05/2015,01/06/2015,other
116,11600,116000,25/05/2015,01/06/2015,other
117,11700,117000,25/05/2015,01/06/2015,other
118,11800,118000,25/05/2015,01/06/2015,other
119,11900,119000,25/05/2015,01/06/2015,other
120,12000,120000,25/05/2015,01/06/2015,other
121,12100,121000,25/05/2015,01/06/2015,other
122,12200,122000,25/05/2015,01/06/2015,other
123,12300,123000,25/05/2015,01/06/2015,other
124,12400,124000,25/05/2015,01/06/2015,other
125,12500,125000,25/05/2015,01/06/2015,other
126,12600,126000,25/05/2015,01/06/2015,other
127,12700,127000,25/05/2015,01/06/2015,other
128,12800,128000,25/05/2015,01/06/2015,other
129,12900,129000,25/05/2015,01/06/2015,other
130,13000,130000,25/05/2015,01/06/2015,other
131,13100,131000,25/05/2015,01/06/2015,other
132,13200,132000,25/05/2015,01/06/2015,other
133,13300,133000,25/05/2015,01/06/2015,other
134,13400,134000,25/05/2015,01/06/2015,other
135,13500,135000,25/05/2015,01/06/2015,other
136,13600,136000,25/05/2015,01/06/2015,other
137,13700,137000,25/05/2015,01/06/2015,other
138,13800,138000,25/05/2015,01/06/2015,other
139,13900,139000,25/05/2015,01/06/2015,other
140,14000,140000,25/05/2015,01/06/2015,other
141,14100,141000,25/05/2015,01/06/2015,other
142,14200,142000,25/05/2015,01/06/2015,other
143,14300,143000,25/05/2015,01/06/2015,other
144,14400,144000,25/05/2015,01/06/2015,other
145,14500,145000,25/05/2015,01/06/2015,other
146,14600,146000,25/05/2015,01/06/2015,other
147,14700,147000,25/05/2015,01/06/2015,other
148,14800,148000,25/05/2015,01/06/2015,other
149,14900,149000,25/05/2015,01/06/2015,other
150,15000,150000,25/05/2015,01/06/2015,other
151,15100,151000,25/05/2015,01/06/2015,other
152,15200,152000,25/05/2015,01/06/2015,other
153,15300,153000,25/05/2015,01/06/2015,other
154,15400,154000,25/05/2015,01/06/2015,other
155,15500,155000,25/05/2015,01/06/2015,other
156,15600,156000,25/05/2015,01/06/2015,other
157,15700,157000,25/05/2015,01/06/2015,other
158,15800,158000,25/05/2015,01/06/2015,other
159,15900,159000,25/05/2015,01/06/2015,other
160,16000,160000,25/05/2015,01/06/2015,other
161,16100,161000,25/05/2015,01/06/2015,other
162,16200,162000,25/05/2015,01/06/2015,other
163,16300,163000,25/05/2015,01/06/2015,other
164,16400,164000,25/05/2015,01/06/2015,other
165,16500,165000,25/05/2015,01/06/2015,other
166,16600,166000,25/05/2015,01/06/2015,other
167,16700,167000,25/05/2015,01/06/2015,other
168,16800,168000,25/05/2015,01/06/2015,other
169,16900,169000,25/05/2015,01/06/2015,other
170,17000,170000,25/05/2015,01/06/2015,other
171,17100,171000,25/05/2015,01/06/2015,other
172,17200,172000,25/05/2015,01/06/2015,other
173,17300,173000,25/05/2015,01/06/2015,other
174,17400,174000,25/05/2015,01/06/2015,other
175,17500,175000,25/05/2015,01/06/2015,other
176,17600,176000,25/05/2015,01/06/2015,other
177,17700,177000,25/05/2015,01/06/2015,other
178,17800,178000,25/05/2015,01/06/2015,other
179,17900,179000,25/05/2015,01/06/2015,other
180,18000,180000,25/05/2015,01/06/2015,other
181,18100,181000,25/05/2015,01/06/2015,other
182,18200,182000,25/05/2015,01/06/2015,other
183,18300,183000,25/05/2015,01/06/2015,other
184,18400,184000,25/05/2015,01/06/2015,other
185,18500,185000,25/05/2015,01/06/2015,other
186,18600,186000,25/05/2015,01/06/2015,other
187,18700,187000,25/05/2015,01/06/2015,other
188,18800,188000,25/05/2015,01/06/2015,other
189,18900,189000,25/05/2015,01/06/2015,other
190,19000,190000,25/05/2015,01/06/2015,other
191,19100,191000,25/05/2015,01/06/2015,other
192,19200,192000,25/05/2015,01/06/2015,other
193,19300,193000,25/05/2015,01/06/2015,other
194,19400,194000,25/05/2015,01/06/2015,other
195,19500,195000,25/05/2015,01/06/2015,other
196,19600,196000,25/05/2015,01/06/2015,other
197,19700,197000,25/05/2015,01/06/2015,other
198,19800,198000,25/05/2015,01/06/2015,other
199,19900,199000,25/05/2015,01/06/2015,other
